YearStart,YearEnd,LocationDesc,Topic,Question,DataValueUnit,DataValue
2017,2017,Montana,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,4.0
2012,2012,Illinois,Asthma,Asthma mortality rate,"cases per 1,000,000",
2013,2013,Kansas,Cardiovascular Disease,Awareness of high blood pressure among women aged 18-44 years,%,21.1
2018,2018,Hawaii,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,
2008,2012,South Dakota,Cancer,"Cancer of the colon and rectum (colorectal), mortality","per 100,000",25.1
2016,2016,South Carolina,Cardiovascular Disease,Mortality from heart failure,Number,2980
2015,2015,Kansas,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,"cases per 100,000",
2008,2012,Arizona,Cancer,"Cancer of the female cervix, mortality","per 100,000",1.7
2012,2012,Oregon,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,70.0
2009,2013,Indiana,Cancer,"Invasive cancer of the prostate, incidence",,61
2018,2018,Indiana,Alcohol,Heavy drinking among adults aged >= 18 years,%,
2018,2018,Minnesota,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,9.5
2014,2014,Oklahoma,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,%,17.2
2012,2012,Ohio,Alcohol,Heavy drinking among women aged 18-44 years,%,7.3
2011,2011,Illinois,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,
2014,2014,North Carolina,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,
2008,2012,Tennessee,Cancer,"Melanoma, mortality","per 100,000",4.3
2017,2017,Guam,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,
2012,2012,Idaho,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,
2017,2017,Colorado,Chronic Kidney Disease,Mortality with end-stage renal disease,"cases per 100,000",40.2
2011,2011,Kansas,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,2.6
2016,2016,Arizona,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,
2012,2012,Guam,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,41.1
2016,2016,Oklahoma,Arthritis,Arthritis among adults aged >= 18 years,%,28.7
2018,2018,Alaska,Arthritis,Arthritis among adults aged >= 18 years,%,23.0
2016,2016,Oklahoma,Asthma,Current asthma prevalence among adults aged >= 18 years,%,11.9
2015,2015,Massachusetts,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,1.1
2017,2017,Connecticut,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,
2013,2013,North Dakota,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,
2017,2017,Louisiana,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,%,37.8
2016,2016,Georgia,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",21.4
2016,2016,Washington,Cardiovascular Disease,Mortality from diseases of the heart,"cases per 100,000",151.1
2017,2017,New York,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,2.6
2014,2014,Washington,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,84.7
2010,2010,Missouri,Alcohol,Chronic liver disease mortality,,
2014,2014,Mississippi,Cardiovascular Disease,Hospitalization for acute myocardial infarction,"cases per 10,000",
2016,2016,Maine,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,"cases per 100,000",156.1
2013,2013,Oklahoma,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,55.8
2013,2013,Utah,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,66.2
2018,2018,Kansas,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,%,20.4
2016,2016,Rhode Island,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,"cases per 100,000",92.4
2015,2015,Puerto Rico,Asthma,Hospitalizations for asthma,"cases per 10,000",
2014,2014,Oklahoma,Cardiovascular Disease,Mortality from diseases of the heart,"cases per 100,000",308.9
2011,2015,Florida,Cancer,"Cancer of the female cervix, mortality","per 100,000",2.7
2017,2017,New Mexico,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,
2011,2011,Minnesota,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,
2018,2018,Delaware,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,%,40.3
2012,2012,Connecticut,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,71.7
2014,2014,Missouri,Tobacco,Quit attempts in the past year among current smokers,%,60.1
2018,2018,New Hampshire,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,34.1
2011,2011,Rhode Island,Overarching Conditions,Poverty among women aged 18-44 years,%,35.8
2008,2012,Texas,Cancer,"Cancer of the colon and rectum (colorectal), incidence",,4362
2012,2016,Washington,Cancer,"Invasive cancer of the female breast, incidence","per 100,000",184.5
2010,2010,Oregon,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,"cases per 1,000",18.68
2014,2014,New Hampshire,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,"cases per 1,000",
2012,2012,Kentucky,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,43.2
2012,2016,North Carolina,Cancer,"Cancer of the female breast, mortality",,346
2017,2017,Minnesota,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,
2012,2012,Mississippi,Disability,Disability among adults aged >= 65 years,%,
2011,2015,Kansas,Cancer,"Cancer of the colon and rectum (colorectal), mortality",,
2014,2014,Utah,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis,"cases per 10,000",106.98
2011,2011,Virgin Islands,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,
2013,2013,Tennessee,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,%,33.6
2011,2011,Alabama,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,72.0
2016,2016,West Virginia,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,6.2
2014,2014,Maryland,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",7.9
2011,2015,South Dakota,Cancer,"Invasive cancer of the prostate, incidence","per 100,000",
2010,2014,Virginia,Cancer,"Cancer of the female breast, mortality","per 100,000",25.7
2012,2012,South Dakota,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,30.8
2012,2012,Alabama,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,61.3
2015,2015,Wyoming,Asthma,Emergency department visit rate for asthma,,
2015,2015,New Mexico,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,%,30.5
2015,2015,Virgin Islands,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,
2017,2017,Idaho,Chronic Kidney Disease,Mortality with end-stage renal disease,"cases per 100,000",
2016,2016,Puerto Rico,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,66.4
2011,2011,Puerto Rico,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,
2018,2018,Nevada,Alcohol,Heavy drinking among women aged 18-44 years,%,5.7
2014,2014,Georgia,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,34.8
2017,2017,Guam,Arthritis,Work limitation due to arthritis among adults aged 18-64 years who have doctor-diagnosed arthritis,%,
2012,2012,District of Columbia,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,
2018,2018,Ohio,Overarching Conditions,Self-rated health status among women aged 18-44 years,%,81.9
2010,2014,Alaska,Cancer,"Cancer of the oral cavity and pharynx, mortality","per 100,000",1.8
2016,2016,Iowa,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,1.9
2018,2018,Virginia,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,
2010,2010,Kansas,Cardiovascular Disease,Mortality from heart failure,"cases per 100,000",214.0
2012,2012,South Carolina,Alcohol,Chronic liver disease mortality,"cases per 100,000",
2012,2012,Georgia,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,52.0
2016,2016,South Dakota,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,%,
2016,2016,New Hampshire,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,"cases per 100,000",
2013,2013,Missouri,Cancer,Mammography use among women aged 50-74 years,%,
2011,2011,Pennsylvania,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,"cases per 1,000",31.73
2014,2014,Vermont,Tobacco,Current cigarette smoking among women aged 18-44 years,%,
2015,2015,Kentucky,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",
2011,2015,North Carolina,Cancer,"Cancer of the colon and rectum (colorectal), incidence","per 100,000",26.3
2012,2012,Nevada,Cardiovascular Disease,Mortality from diseases of the heart,"cases per 100,000",192.5
2016,2016,Connecticut,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",83.7
2013,2013,Hawaii,Asthma,Emergency department visit rate for asthma,"cases per 10,000",
2016,2016,Rhode Island,Oral Health,No tooth loss among adults aged 18-64 years,%,65.0
2014,2014,Vermont,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,%,73.5
2010,2010,North Carolina,Cardiovascular Disease,Hospitalization for acute myocardial infarction,"cases per 10,000",38.87
2017,2017,Minnesota,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,27.6
2015,2015,Rhode Island,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,1.2
2013,2013,Maryland,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,55.9
2013,2013,Delaware,Chronic Kidney Disease,Mortality with end-stage renal disease,"cases per 100,000",
2014,2014,Missouri,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,55.5
2008,2012,North Dakota,Cancer,"Cancer of the colon and rectum (colorectal), incidence","per 100,000",
2015,2015,Alaska,Chronic Obstructive Pulmonary Disease,Emergency department visit rate for chronic obstructive pulmonary disease as any diagnosis,"cases per 10,000",
2013,2013,Wyoming,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,77.2
2009,2013,Rhode Island,Cancer,"Cancer of the oral cavity and pharynx, mortality",,
2014,2014,Minnesota,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,
2008,2012,Maryland,Cancer,"Cancer of the lung and bronchus, incidence","per 100,000",54.7
2018,2018,Idaho,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,
2014,2014,California,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",66.1
2011,2011,New Jersey,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,38.4
2014,2014,Kentucky,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",
2012,2012,Virgin Islands,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,
2014,2014,Mississippi,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,45
2013,2013,Iowa,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,44.2
2018,2018,Mississippi,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,19.8
2013,2013,South Dakota,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,%,51.2
2011,2011,Alaska,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,
2015,2015,Virginia,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,23.8
2017,2017,California,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,22.3
2013,2013,Virginia,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,
2015,2015,Vermont,Alcohol,Commercial host (dram shop) liability laws,,Category 1 - State had commercial host liability with no major limitations
2011,2011,Indiana,Arthritis,Work limitation due to arthritis among adults aged 18-64 years who have doctor-diagnosed arthritis,%,
